x	y
-0.15	-0.88
-0.15	-0.86
-0.15	-0.84
-0.15	-0.82
-0.15	-0.8
-0.15	-0.78
-0.15	-0.76
-0.15	-0.74
-0.15	-0.72
-0.15	-0.7
-0.15	-0.68
-0.15	-0.66
-0.15	-0.64
-0.15	-0.62
-0.15	-0.6
-0.15	-0.58
-0.15	-0.56
-0.15	-0.54
-0.15	-0.52
-0.15	-0.5
-0.15	-0.48
-0.15	-0.46
-0.15	-0.44
-0.15	-0.42
-0.15	-0.4
-0.15	-0.38
-0.15	-0.36
-0.15	-0.34
-0.15	-0.32
-0.15	-0.3
-0.15	-0.28
-0.15	-0.26
-0.15	-0.24
-0.15	-0.22
-0.15	-0.2
-0.15	-0.18
-0.15	-0.16
-0.15	-0.14
-0.15	-0.12
-0.15	-0.1
-0.15	-0.08
-0.15	-0.06
-0.15	-0.04
-0.15	-0.02
-0.15	0
-0.15	0.02
-0.15	0.04
-0.15	0.06
-0.15	0.08
-0.15	0.1
-0.15	0.12
-0.15	0.14
-0.15	0.16
-0.15	0.18
-0.15	0.2
-0.15	0.22
-0.15	0.24
-0.15	0.26
-0.15	0.28
-0.15	0.3
-0.15	0.32
-0.15	0.34
-0.15	0.36
-0.15	0.38
-0.15	0.4
-0.15	0.42
-0.15	0.44
-0.15	0.46
-0.15	0.48
-0.15	0.5
-0.15	0.52
-0.15	0.54
-0.15	0.56
-0.15	0.58
-0.15	0.6
-0.1506167094	0.6235511803
-0.1524651471	0.6470378085
-0.1555402467	0.6703955093
-0.1598335797	0.6935602609
-0.1653333782	0.7164685703
-0.1720245677	0.7390576475
-0.1798888081	0.7612655773
-0.1889045441	0.7830314894
-0.1990470641	0.8042957249
-0.2102885683	0.825
-0.2225982444	0.8450875658
-0.2359423525	0.8645033635
-0.2502843173	0.883194176
-0.2655848285	0.9011087729
-0.2818019485	0.9181980515
-0.2988912271	0.9344151715
-0.316805824	0.9497156827
-0.3354966365	0.9640576475
-0.3549124342	0.9774017556
-0.375	0.9897114317
-0.3957042751	1.0009529359
-0.4169685106	1.0110954559
-0.4387344227	1.0201111919
-0.4609423525	1.0279754323
-0.4835314297	1.0346666218
-0.5064397391	1.0401664203
-0.5296044907	1.0444597533
-0.5529621915	1.0475348529
-0.5764488197	1.0493832906
-0.6	1.05
-0.62	1.05
-0.64	1.05
-0.66	1.05
-0.68	1.05
-0.7	1.05
-0.72	1.05
-0.74	1.05
-0.76	1.05
-0.78	1.05
-0.8	1.05
-0.82	1.05
-0.84	1.05
-0.86	1.05
-0.88	1.05
-0.9	1.05
-0.92	1.05
-0.94	1.05
-0.96	1.05
-0.98	1.05
-1	1.05
-1.02	1.05
-1.04	1.05
-1.06	1.05
-1.08	1.05
-1.1	1.05
-1.12	1.05
-1.14	1.05
-1.16	1.05
-1.18	1.05
-1.2	1.05
-1.22	1.05
-1.24	1.05
-1.26	1.05
-1.28	1.05
-1.3	1.05
-1.32	1.05
-1.34	1.05
-1.36	1.05
-1.38	1.05
-1.4	1.05
-1.42	1.05
-1.44	1.05
-1.46	1.05
-1.48	1.05
-1.5	1.05
-1.52	1.05
-1.54	1.05
-1.56	1.05
-1.58	1.05
-1.6	1.05
-1.62	1.05
-1.64	1.05
-1.66	1.05
-1.68	1.05
-1.7	1.05
-1.72	1.05
-1.74	1.05
-1.76	1.05
-1.78	1.05
-1.8	1.05
-1.8234651698	1.0518467489
-1.8463525492	1.0573415226
-1.868098575	1.0663490214
-1.8881677878	1.0786474508
-1.9060660172	1.0939339828
-1.9213525492	1.1118322122
-1.9336509786	1.131901425
-1.9426584774	1.1536474508
-1.9481532511	1.1765348302
-1.95	1.2
-1.9506167094	1.2235511803
-1.9524651471	1.2470378085
-1.9555402467	1.2703955093
-1.9598335797	1.2935602609
-1.9653333782	1.3164685703
-1.9720245677	1.3390576475
-1.9798888081	1.3612655773
-1.9889045441	1.3830314894
-1.9990470641	1.4042957249
-2.0102885683	1.425
-2.0225982444	1.4450875658
-2.0359423525	1.4645033635
-2.0502843173	1.483194176
-2.0655848285	1.5011087729
-2.0818019485	1.5181980515
-2.0988912271	1.5344151715
-2.116805824	1.5497156827
-2.1354966365	1.5640576475
-2.1549124342	1.5774017556
-2.175	1.5897114317
-2.1957042751	1.6009529359
-2.2169685106	1.6110954559
-2.2387344227	1.6201111919
-2.2609423525	1.6279754323
-2.2835314297	1.6346666218
-2.3064397391	1.6401664203
-2.3296044907	1.6444597533
-2.3529621915	1.6475348529
-2.3764488197	1.6493832906
-2.4	1.65
-2.42	1.65
-2.44	1.65
-2.46	1.65
-2.48	1.65
-2.5	1.65
-2.52	1.65
-2.54	1.65
-2.56	1.65
-2.58	1.65
-2.6	1.65
-2.62	1.65
-2.64	1.65
-2.66	1.65
-2.68	1.65
-2.7	1.65
-2.72	1.65
-2.74	1.65
-2.76	1.65
-2.78	1.65
-2.8	1.65
-2.82	1.65
-2.84	1.65
-2.86	1.65
-2.88	1.65
-2.9	1.65
-2.92	1.65
-2.94	1.65
-2.96	1.65
-2.98	1.65
-3	1.65

